Slope_Angle,Elevation,Soil_Type,Rainfall_72h,Soil_Saturation,Landslide_Risk
42.6,428.7,1,18.3,68.9,65.8
24.3,1750.9,3,324.7,77.2,44.8
19.0,2127.0,2,0.5,23.2,12.7
24.9,1602.3,2,328.7,34.1,58.7
29.2,2184.4,3,159.2,96.9,47.0
9.9,1435.8,2,35.7,43.5,10.5
45.1,486.2,2,236.0,37.8,80.1
33.9,456.4,1,313.5,50.9,88.8
31.8,720.8,2,153.3,39.7,56.8
5.4,25.6,1,242.0,22.8,5.3
30.4,1502.9,2,342.8,32.7,64.5
6.5,598.4,1,84.2,69.4,26.2
4.4,1795.3,1,287.2,34.0,42.8
26.6,796.6,1,103.3,70.1,55.3
20.4,1061.1,1,149.2,23.5,42.8
29.6,2124.9,2,98.6,18.6,39.6
4.9,540.4,1,156.1,88.2,50.2
21.8,1589.5,2,1.8,79.6,31.9
9.2,1663.7,2,106.2,71.6,29.3
49.4,494.0,2,155.9,17.6,67.3
28.3,1107.2,1,221.3,35.3,71.0
34.5,776.9,3,223.1,84.0,57.8
16.6,1700.5,1,204.3,27.3,52.5
5.2,1373.2,2,102.6,84.1,32.0
48.8,1052.4,2,331.6,64.7,89.6
14.7,1716.8,2,137.2,77.9,43.6
21.5,525.0,1,75.9,69.8,44.7
32.7,1660.4,2,194.1,50.4,71.6
1.7,1905.2,3,262.1,39.8,25.1
40.6,1934.2,2,4.3,72.2,55.3
27.1,1726.2,3,96.7,83.6,32.4
14.3,903.6,1,288.7,18.8,51.5
3.5,2160.2,1,177.5,47.3,37.4
8.5,841.3,1,143.0,44.8,31.7
44.8,1408.6,3,325.8,62.6,60.1
34.5,362.8,1,31.3,24.7,38.5
12.9,2157.2,2,215.4,94.3,62.2
3.7,1551.7,3,119.8,61.6,16.7
34.7,1659.9,2,24.8,93.5,52.3
28.8,154.1,2,74.8,84.4,53.8
20.5,1681.9,1,219.8,31.3,60.2
18.5,1706.6,2,9.9,26.2,14.3
11.2,1481.2,3,207.3,88.2,37.3
33.6,649.3,2,334.9,60.6,76.7
48.5,1082.4,1,278.3,16.7,93.4
9.2,251.9,1,121.0,94.4,46.3
30.1,1042.8,1,48.4,55.2,44.1
21.5,544.0,2,162.8,40.6,46.3
22.6,774.5,1,137.5,58.9,54.2
13.1,366.1,2,340.1,84.9,63.3
41.3,513.8,2,346.5,24.4,79.1
24.5,177.7,2,143.7,45.5,44.7
27.4,2024.6,1,52.1,42.1,35.2
15.6,1171.6,2,318.7,86.4,66.0
9.5,878.9,2,277.7,81.2,57.5
4.8,1181.7,1,178.9,49.0,41.3
35.8,1386.0,3,127.9,71.5,40.5
10.2,2028.9,1,156.9,48.5,36.0
34.7,401.3,2,315.7,63.6,78.7
19.8,657.3,1,64.6,99.3,46.4
21.1,2147.0,2,282.4,60.5,59.9
23.7,822.9,2,6.4,99.0,40.6
18.7,59.4,1,322.2,78.5,75.5
5.5,333.3,2,175.1,25.3,29.9
15.8,67.7,2,79.4,82.7,34.6
33.4,2177.9,2,1.0,28.7,29.9
33.5,620.7,1,195.8,60.2,88.3
14.7,2032.6,1,85.6,67.1,37.8
23.3,2191.0,2,220.9,90.8,76.1
10.1,1323.7,1,98.4,32.9,16.5
10.9,82.7,2,30.8,89.5,25.0
1.6,188.7,1,176.8,94.4,57.7
44.9,1064.7,1,197.6,22.6,87.3
10.9,899.5,2,158.4,90.2,46.6
11.8,1337.5,2,160.3,37.0,34.4
14.3,971.1,2,206.4,21.9,41.9
6.8,2055.6,3,184.2,96.5,31.9
32.1,1181.1,2,46.4,48.3,39.1
4.2,1529.3,2,69.0,68.0,22.2
7.1,1973.3,3,49.6,62.0,11.1
32.4,331.6,2,242.7,33.1,66.2
17.3,513.1,2,185.0,71.9,53.0
35.5,245.0,2,150.4,18.9,55.9
28.1,315.8,3,279.4,32.3,39.8
13.2,1132.6,1,114.0,95.3,48.5
32.7,713.4,1,198.8,96.0,98.7
6.3,936.7,1,26.0,56.0,9.9
27.1,2161.7,1,260.5,29.4,71.0
22.1,353.2,1,243.3,50.8,69.7
13.8,1194.4,2,280.8,89.6,63.2
30.4,226.5,2,309.6,21.0,65.8
43.6,707.5,1,265.3,25.9,94.0
49.9,1165.3,2,295.6,91.1,98.6
30.6,2083.1,2,121.0,50.3,51.1
20.5,866.8,2,120.2,22.1,31.8
11.6,152.1,1,330.5,26.8,48.3
13.2,860.1,3,320.1,90.0,42.8
24.2,329.2,1,192.0,56.7,69.9
18.7,513.7,1,128.3,28.9,36.9
45.7,1363.6,1,303.1,91.0,99.5
18.7,157.7,2,113.2,86.8,46.7
19.0,1027.7,2,53.8,17.0,18.4
19.5,1344.7,1,223.8,64.4,68.7
41.9,933.9,1,14.9,35.8,52.3
32.7,51.9,2,132.7,60.3,62.5
30.9,2168.3,2,282.7,38.7,68.8
17.0,814.0,1,103.3,41.8,32.0
41.0,1715.1,2,326.0,66.2,91.9
2.4,723.2,3,334.5,60.8,28.3
43.6,1050.3,1,285.5,48.6,95.8
25.9,860.7,2,345.7,24.1,57.2
20.2,760.2,1,185.8,97.4,75.2
25.1,57.9,2,199.2,29.8,54.0
33.5,798.4,2,292.7,68.8,83.4
1.1,1958.0,1,172.5,22.0,31.7
43.6,1522.0,2,142.4,73.5,80.2
22.6,328.5,2,215.2,23.1,53.4
17.5,1304.6,1,230.2,34.5,55.1
7.3,1964.0,1,262.8,70.0,60.9
22.3,1543.1,1,233.9,39.0,64.7
25.1,335.6,2,261.0,60.3,65.1
20.5,1910.6,2,236.1,25.6,53.6
34.1,670.4,2,168.2,32.2,60.8
21.3,1004.4,2,47.2,77.4,31.9
48.1,1162.3,2,274.9,18.0,78.7
30.2,1872.6,2,10.8,24.5,26.3
40.5,2050.2,2,347.4,33.3,78.2
5.9,2045.9,2,290.0,16.7,40.3
20.2,27.4,3,234.8,23.1,33.0
17.2,2028.9,1,338.3,38.9,57.6
28.7,129.1,1,214.4,22.9,72.4
43.1,592.0,1,19.8,88.6,72.4
4.4,1137.8,2,195.8,20.6,36.3
4.1,1061.0,2,97.0,88.2,34.0
42.6,1334.3,1,129.3,84.9,94.8
11.0,1060.0,3,160.9,23.6,20.8
33.6,2056.3,3,271.1,17.1,45.7
27.4,536.8,3,176.0,19.2,34.7
41.7,610.1,1,166.1,65.2,88.6
6.7,2026.4,3,105.7,72.0,18.5
6.9,178.1,1,189.0,67.8,51.7
28.1,1344.9,1,86.9,61.0,52.5
47.3,1503.0,1,91.3,29.8,62.7
21.0,1117.1,2,265.0,86.5,71.9
16.7,1530.4,1,119.9,42.8,33.1
30.5,388.3,2,18.0,98.8,45.4
46.6,1877.3,2,120.3,47.7,63.0
41.9,316.7,1,223.5,37.4,95.3
49.8,887.8,1,284.9,91.0,99.5
1.6,174.8,1,336.7,63.2,54.3
6.1,1204.0,3,261.2,76.4,34.9
30.7,1476.7,1,150.1,49.7,63.4
41.1,2071.3,2,104.7,90.4,75.8
14.6,1629.1,1,45.4,93.0,37.5
12.3,1195.0,3,219.7,52.1,31.4
39.5,2052.4,1,178.5,35.5,84.7
3.3,1057.8,2,237.2,70.1,48.2
18.8,1239.0,2,83.0,96.1,42.4
25.5,1315.5,3,113.3,67.9,31.3
28.2,907.9,1,102.2,96.1,67.6
36.6,1846.3,2,279.2,44.2,76.0
18.1,415.5,1,59.9,92.8,42.7
30.8,1225.1,3,213.0,24.6,43.7
29.5,1591.7,2,18.0,45.5,29.6
27.6,1989.7,2,192.3,57.0,62.8
32.2,1945.8,2,22.4,70.5,46.8
13.3,1124.1,1,61.6,40.0,17.3
4.7,1418.5,1,39.6,93.6,27.8
6.4,873.4,2,121.4,91.8,40.1
11.6,1035.3,3,120.3,82.9,25.9
25.3,1994.7,1,289.2,24.7,65.6
42.1,2048.2,3,79.0,21.7,34.3
35.2,1971.0,1,30.2,57.3,50.2
39.6,313.0,3,211.2,80.1,62.2
17.9,1871.7,1,240.6,25.5,56.0
20.5,2086.9,1,103.2,69.5,49.1
20.0,801.1,2,211.0,59.9,57.8
10.0,1145.8,2,271.6,76.7,57.3
3.5,1716.2,2,121.6,52.0,25.5
29.8,1241.0,2,183.9,73.9,71.4
49.5,2185.7,2,51.3,28.6,48.4
8.8,1008.0,1,8.3,33.2,3.0
2.8,1573.5,1,343.5,91.8,67.7
39.1,1745.8,1,104.9,43.0,68.3
13.0,1092.1,2,97.6,98.8,39.6
41.6,1886.8,2,340.6,18.9,79.1
35.3,1206.1,2,254.9,57.1,79.8
47.3,911.5,2,204.9,42.6,80.2
20.7,246.1,1,244.8,99.7,84.4
33.3,871.6,2,248.5,99.2,90.4
23.5,1617.3,1,267.2,35.0,65.6
31.7,2027.6,2,23.5,37.7,32.8
22.8,561.2,1,144.5,78.7,63.8
9.8,788.0,2,103.3,90.6,40.7
25.6,347.2,2,24.7,71.4,34.8
26.7,1522.7,2,144.4,88.5,63.7
40.6,2112.8,2,215.7,20.4,80.5
36.9,1413.7,1,62.5,69.4,66.1
33.4,1361.4,1,106.8,74.5,69.6
6.1,1222.1,2,223.7,31.2,38.2
36.2,203.7,2,202.8,81.1,87.4
25.3,1607.6,1,304.1,95.3,90.0
44.8,1328.5,1,276.9,91.3,99.5
46.0,1458.6,2,338.0,35.8,79.9
3.2,1978.4,2,209.0,42.5,40.3
41.1,1726.9,2,244.5,57.5,86.1
2.4,1720.2,3,301.2,28.5,26.0
18.7,2040.5,2,294.0,96.1,69.1
27.3,2178.0,1,251.6,28.7,69.3
7.8,1283.0,1,175.1,79.7,54.8
37.4,248.5,2,95.6,44.0,55.2
0.9,1015.5,2,307.0,63.8,48.3
8.8,1734.8,1,271.8,19.0,44.8
29.2,70.7,3,293.3,32.4,40.6
35.9,134.6,1,49.3,52.8,54.1
45.9,157.1,2,110.2,72.6,72.6
35.4,1611.0,1,148.7,81.1,85.5
33.8,1107.6,3,293.4,17.6,44.7
20.0,817.9,2,312.5,28.0,51.8
0.6,241.3,1,99.7,77.0,33.7
6.4,1613.6,3,240.3,84.1,36.9
27.0,713.0,1,27.2,35.1,23.6
33.9,591.1,2,143.4,34.5,54.8
21.2,1438.6,2,170.3,22.5,44.5
36.7,1234.2,2,268.0,27.8,73.8
26.3,803.7,3,312.2,15.7,39.4
4.2,1414.9,3,118.0,65.1,16.8
10.0,604.0,3,184.7,91.8,33.1
42.1,1750.7,1,226.6,27.7,92.6
36.4,512.2,1,115.0,78.9,79.7
44.8,357.9,2,344.9,63.8,90.0
6.3,1723.5,2,306.5,94.9,59.8
49.5,1560.3,2,103.7,82.8,73.9
10.9,410.0,1,177.8,87.5,59.8
1.1,264.6,2,80.8,69.3,22.0
49.9,1846.1,3,180.1,84.0,57.3
14.4,1710.8,2,239.2,44.8,49.4
33.6,726.7,1,29.9,32.8,38.5
9.2,1451.5,1,304.5,92.6,71.2
29.2,281.9,1,207.8,77.4,84.6
45.2,1120.4,2,346.4,22.7,81.4
16.3,51.0,3,9.0,88.7,19.2
33.7,867.6,1,291.0,44.7,84.5
9.8,173.9,2,277.2,40.4,40.9
31.4,1050.6,2,46.5,68.0,42.8
17.2,933.5,1,117.4,63.3,44.8
11.0,983.2,2,309.7,60.8,51.6
16.0,109.3,2,181.5,36.7,40.5
9.4,801.9,2,140.4,96.6,44.6
45.1,1666.7,2,316.9,95.8,99.5
20.2,817.9,2,32.7,15.4,15.0
12.6,1576.2,1,165.6,43.7,40.9
22.7,819.2,1,228.3,18.9,62.7
16.4,936.9,1,213.0,87.3,75.3
37.3,1244.9,1,92.5,90.4,83.1
48.6,2092.0,1,197.2,59.1,95.7
22.2,248.4,1,248.0,86.4,80.7
43.1,82.1,2,204.7,74.8,90.0
28.5,1341.4,2,239.6,57.5,71.7
8.3,2088.5,1,89.6,45.9,20.5
34.7,2177.5,1,291.5,37.6,81.1
25.9,1070.3,2,157.4,37.1,47.6
32.7,1035.1,1,345.5,62.8,90.1
44.5,1422.5,2,8.1,29.2,42.8
22.3,1226.8,2,133.1,29.9,38.2
45.1,1398.7,1,63.2,15.9,60.6
37.7,1924.1,1,194.5,67.1,94.2
24.7,1644.4,1,85.1,99.5,55.5
30.4,1098.2,1,258.1,90.6,98.8
16.6,1021.5,3,308.7,75.0,41.8
49.2,1410.7,1,73.8,81.8,76.6
33.5,1008.0,2,56.2,50.4,41.8
2.7,1012.5,2,306.4,40.3,40.5
16.7,45.7,1,126.4,46.3,40.6
31.4,391.2,1,152.1,21.9,59.9
3.3,1079.8,2,77.3,68.9,22.4
1.7,1811.6,3,148.9,29.9,12.7
22.8,620.4,1,81.0,79.8,50.0
17.0,1154.6,1,233.1,31.1,54.9
22.2,765.5,2,174.6,34.4,47.6
13.5,239.5,1,275.8,96.4,72.8
8.7,2108.7,1,109.5,24.0,21.8
34.6,1881.7,1,177.0,57.4,81.0
26.0,181.9,1,90.8,20.3,38.7
10.4,1586.3,1,327.1,22.7,50.7
16.3,771.2,2,182.7,68.8,55.2
29.8,2188.7,2,60.7,68.6,48.5
4.1,672.3,2,95.5,31.4,13.9
7.8,532.8,1,29.0,89.2,26.0
4.1,1253.7,2,9.7,74.7,14.9
40.7,1838.9,2,184.1,40.6,76.0
37.7,431.6,1,118.0,36.1,65.6
37.8,1563.6,1,337.3,79.1,99.5
36.0,144.5,1,60.0,77.4,65.4
33.6,2022.5,1,277.9,27.7,79.6
24.1,187.6,3,110.6,44.7,26.5
32.3,2012.2,2,78.2,33.4,41.9
2.4,1084.9,1,339.4,40.0,50.6
31.3,991.3,2,280.9,39.4,68.8
39.0,2141.5,1,220.7,98.0,99.5
25.3,2178.9,1,244.0,78.8,84.4
18.2,1433.9,1,347.0,81.3,75.8
14.2,288.4,2,207.6,38.6,46.9
32.3,1118.5,1,35.7,15.0,38.9
34.8,1168.9,1,22.7,19.9,37.9
43.6,1136.6,1,233.3,62.0,99.5
17.4,1257.2,1,230.2,39.3,55.2
38.6,51.0,2,261.9,31.4,78.6
28.3,1567.6,2,38.1,19.2,26.3
44.2,1570.1,2,330.7,89.4,98.9
26.6,262.9,2,192.9,66.0,63.6
26.1,1258.8,3,227.3,24.1,39.6
29.1,1254.7,1,12.2,80.1,49.9
37.6,1504.6,1,336.3,79.2,99.5
48.3,197.0,2,196.9,39.6,77.5
4.1,1382.0,1,197.2,31.0,38.5
3.1,624.8,2,330.2,84.2,55.6
46.9,1120.3,1,325.3,43.0,94.1
26.7,1703.6,1,77.1,87.0,56.9
30.9,1555.4,2,325.9,18.7,68.1
24.4,270.4,3,257.8,57.4,38.3
5.1,1304.7,1,6.6,30.3,0.8
38.5,2132.4,1,83.9,72.1,74.4
37.5,353.3,2,144.5,99.8,83.5
15.9,1877.9,1,204.0,50.1,56.9
15.7,1548.6,1,245.5,23.5,52.8
42.0,1705.1,1,73.6,42.0,60.7
4.1,627.5,2,292.8,90.8,58.5
44.1,640.5,2,296.0,80.1,95.3
13.2,1994.2,2,222.2,34.7,42.2
29.9,798.0,1,322.4,96.1,96.0
46.8,148.0,1,284.5,67.9,99.5
34.1,1325.3,1,77.6,29.3,47.6
21.0,283.4,3,279.5,63.6,41.1
34.6,1754.5,2,333.6,53.4,77.9
17.5,1415.4,1,48.2,84.7,39.2
14.2,1925.7,2,342.5,44.3,48.5
49.8,1728.8,2,8.7,89.4,60.0
37.7,255.5,3,182.8,84.0,53.5
32.4,844.5,2,270.9,72.3,80.2
18.1,1706.3,1,276.7,37.0,58.5
2.9,924.0,2,257.1,97.5,59.1
2.0,2139.5,2,185.3,61.6,42.7
27.9,1621.3,1,227.8,92.1,95.2
38.2,43.9,2,245.0,33.3,78.8
27.1,1937.2,2,173.1,98.6,72.2
42.1,230.8,1,208.5,84.4,99.5
2.2,317.7,2,296.2,95.7,58.4
18.7,1618.5,2,109.5,33.1,30.8
12.2,1904.3,1,183.1,51.6,47.5
22.6,1184.6,1,3.0,23.3,18.2
4.1,643.0,2,240.6,26.6,37.7
47.7,779.4,1,68.4,39.1,59.5
11.6,760.9,3,168.4,95.9,33.6
46.2,725.4,1,73.6,71.7,75.1
21.6,542.0,1,8.2,41.7,20.3
49.3,1343.4,1,169.1,96.1,99.5
27.9,1981.9,2,148.7,77.9,62.6
46.6,682.5,2,148.8,92.1,87.8
0.8,418.9,2,73.1,93.8,29.6
37.5,1846.5,1,331.5,78.8,99.5
45.2,1634.5,2,1.2,35.7,44.5
7.4,2048.5,1,312.0,99.7,68.7
5.3,372.5,1,257.9,42.6,47.9
21.5,325.9,1,60.2,72.1,42.3
46.7,1195.7,1,165.3,86.8,99.5
27.3,1355.6,1,346.1,29.9,68.7
26.6,1061.6,1,225.3,66.8,80.6
7.5,1321.7,1,44.6,46.9,14.8
0.5,405.0,2,160.2,35.8,25.5
40.6,1060.4,1,163.9,16.0,80.0
4.8,1451.2,2,280.8,89.1,60.1
31.9,957.6,2,320.7,26.5,66.7
45.8,1498.0,1,28.8,89.6,72.6
10.8,998.1,2,109.9,66.1,32.5
33.4,740.6,2,104.5,67.8,59.0
4.4,674.9,1,348.6,85.4,65.5
30.4,909.9,3,195.7,58.3,45.1
8.6,60.6,2,307.9,45.4,42.9
36.9,1474.1,3,149.1,26.8,39.2
15.4,1860.8,2,253.0,63.5,58.3
23.4,786.6,1,100.3,62.0,47.6
30.2,110.8,1,319.1,40.0,77.4
9.0,2171.0,1,159.3,66.0,44.1
37.2,587.5,2,281.3,52.3,84.9
15.5,287.3,3,89.5,83.5,25.2
33.3,819.8,2,242.8,62.6,80.0
8.3,1627.4,1,141.8,94.4,52.3
34.6,653.7,1,11.0,59.0,47.8
6.8,1268.6,2,144.6,90.4,45.6
21.6,920.1,3,192.5,59.2,34.9
12.7,267.9,1,53.1,62.4,23.3
37.5,733.3,1,64.4,46.2,56.0
13.5,1597.5,1,162.7,49.0,41.0
44.1,1350.3,1,120.0,94.3,91.3
44.6,272.3,2,154.3,34.0,67.0
10.2,367.7,2,161.3,25.3,28.1
30.9,1413.2,2,49.0,85.6,49.4
4.8,1791.4,2,63.4,64.0,18.1
19.9,775.3,1,296.9,39.2,60.6
35.8,1313.7,1,57.0,51.8,54.5
33.1,383.7,2,233.1,59.6,76.3
31.4,691.9,2,146.5,65.3,62.6
14.5,54.4,1,338.9,84.8,71.8
19.2,1692.5,1,23.1,48.5,21.2
5.6,888.2,1,290.6,72.5,58.7
36.1,1797.3,1,172.0,86.0,95.5
25.4,1561.3,2,1.9,86.7,37.2
35.6,1824.9,2,92.3,36.6,46.2
12.8,635.6,2,142.7,44.8,32.6
16.6,415.4,2,110.0,65.6,37.8
17.0,2138.5,2,126.9,90.3,48.8
1.8,1580.9,1,320.8,82.2,63.5
17.4,1836.6,1,126.3,64.6,45.9
40.3,38.8,2,146.6,98.6,87.1
44.9,786.3,2,266.4,52.3,86.0
26.2,1636.8,1,277.8,86.6,89.0
23.0,180.8,2,29.4,84.6,38.5
2.0,1252.5,2,246.4,92.2,56.8
44.0,949.7,2,168.9,99.0,90.3
1.1,48.6,3,46.8,57.1,0.5
47.3,526.8,2,92.6,31.6,55.8
24.7,633.7,2,15.8,54.2,27.6
17.4,255.0,1,126.1,87.6,54.2
46.2,1393.1,2,89.4,86.1,70.6
1.7,540.9,2,133.7,43.6,24.4
29.3,618.0,2,203.1,19.0,64.0
27.7,1977.1,2,256.3,58.3,71.2
11.4,1033.0,3,211.9,55.3,31.5
21.7,868.8,1,237.4,22.3,60.2
32.8,1595.3,1,303.0,82.6,97.1
36.5,2002.1,2,305.8,39.1,77.0
0.5,64.8,2,301.3,69.9,5.4
46.9,991.6,3,53.6,23.6,30.1
8.6,1347.6,2,87.9,88.2,32.8
12.1,707.7,2,175.8,77.8,50.1
13.5,1701.6,2,125.6,48.0,32.9
2.4,2137.5,1,46.1,68.5,19.2
6.6,2076.1,2,100.7,30.9,13.5
49.3,592.5,1,341.4,98.8,99.5
16.1,505.7,1,121.4,82.7,50.0
6.2,2106.9,1,146.6,82.1,49.1
5.8,1014.4,1,2.2,28.0,1.1
36.1,466.2,1,251.8,16.5,84.4
42.8,1558.3,1,144.7,64.8,82.9
13.2,632.9,1,36.1,27.3,8.8
1.5,595.3,1,339.0,81.3,63.6
11.5,1935.6,2,272.1,50.4,48.5
3.3,365.8,2,254.2,43.8,41.7
5.6,151.0,3,335.3,21.3,22.8
21.9,599.5,2,142.6,99.7,58.6
11.9,1339.2,2,251.5,96.3,61.2
26.0,279.6,2,72.2,26.2,30.1
13.0,1042.8,1,244.0,43.3,52.7
47.1,1383.9,1,4.9,48.2,55.4
45.3,1868.7,2,44.2,40.2,48.6
28.6,513.4,2,148.8,94.4,68.3
18.0,1800.0,2,4.2,76.3,28.2
19.4,524.4,2,161.7,96.3,58.7
20.9,1492.1,1,183.0,89.3,73.0
36.5,953.2,3,217.6,79.1,60.4
22.9,261.2,2,35.1,74.2,34.3
42.9,1574.2,2,63.4,88.6,68.4
47.2,486.9,2,214.6,73.2,92.8
17.1,396.8,1,230.4,31.0,56.0
28.3,794.7,1,9.1,70.1,43.7
5.2,1440.7,1,189.1,58.8,46.1
10.4,522.5,1,274.7,98.5,71.4
21.0,412.2,1,24.2,58.3,28.1
10.7,31.8,2,144.6,18.3,25.5
43.9,1042.9,3,114.3,37.5,38.9
8.3,948.7,3,319.8,93.0,38.0
23.1,522.2,2,65.0,96.8,46.8
30.5,127.5,1,111.4,76.9,66.9
34.7,950.1,1,314.5,19.8,84.7
19.5,1736.2,2,115.7,17.0,30.2
43.5,1576.5,1,186.0,55.8,90.9
28.6,1895.1,2,11.6,100.0,41.5
22.3,31.0,3,344.7,88.9,47.6
3.8,2126.5,1,288.7,94.3,68.7
23.5,757.7,2,222.0,68.0,69.6
41.1,2179.0,1,21.3,88.0,71.5
30.9,563.2,2,26.2,42.2,30.9
41.7,1042.7,1,190.7,17.3,85.3
25.0,785.1,1,99.8,93.1,62.2
6.4,789.1,2,218.0,33.6,40.2
1.2,1854.6,2,209.4,76.9,52.9
15.5,1644.7,2,293.5,71.0,60.8
35.1,2182.8,2,98.5,28.4,49.1
39.6,1353.6,2,202.3,31.6,78.0
15.1,1024.5,2,272.1,43.0,45.4
25.0,207.3,3,171.8,79.3,40.7
21.3,2192.5,3,290.7,18.3,32.8
20.8,1217.9,2,45.9,49.6,22.3
12.0,1544.0,2,256.9,71.5,56.0
7.3,900.8,2,330.0,29.6,36.9
10.2,1209.5,1,116.2,25.2,22.3
3.2,2074.2,1,128.2,48.2,28.1
10.3,374.5,2,29.2,39.4,4.3
1.0,650.3,2,224.5,70.2,50.1
31.5,343.0,2,193.4,97.4,83.2
16.2,1745.0,2,14.1,15.4,7.1
48.7,145.9,1,263.3,91.7,99.5
10.1,188.8,1,290.2,51.8,53.1
17.6,663.7,2,317.5,71.4,62.3
18.2,1136.1,2,191.0,87.3,61.5
0.9,899.7,3,158.4,63.7,24.3
42.0,108.1,1,306.6,23.3,91.5
2.1,2106.9,2,139.5,27.0,22.7
47.0,2096.8,1,229.4,82.1,99.5
44.7,621.8,3,215.4,34.5,52.8
27.0,1612.0,3,130.3,63.4,35.7
27.4,1277.1,2,30.4,51.4,31.1
32.9,530.1,3,7.5,40.8,20.7
19.7,584.2,2,149.9,81.9,53.8
32.5,1085.6,1,168.4,77.2,82.9
2.7,928.1,2,287.9,69.9,51.0
3.2,647.8,1,145.0,46.7,32.5
23.1,1778.5,2,98.4,34.2,33.5
27.7,1064.4,3,161.7,58.9,40.1
44.4,1444.1,2,83.3,84.5,69.6
5.7,424.5,1,32.0,63.9,15.2
41.2,1178.4,1,39.6,97.5,75.0
10.9,706.4,1,111.7,16.3,25.1
20.0,1162.8,1,4.4,99.9,37.3
16.2,1720.0,1,77.1,73.8,39.2
20.3,1693.9,2,275.6,85.8,68.7
7.9,785.7,2,82.1,43.5,15.2
25.4,1530.5,2,38.8,58.2,30.7
40.2,2071.4,1,332.2,82.7,99.5
22.4,1380.2,1,217.9,79.7,79.8
24.8,335.0,1,21.0,43.4,26.3
42.5,1498.6,1,21.8,42.6,54.5
35.4,239.7,1,214.2,71.3,97.1
24.8,1919.9,1,189.0,94.4,81.7
13.3,1141.5,2,23.9,52.3,11.2
44.3,853.5,3,78.5,45.0,38.0
29.1,134.8,2,325.2,91.0,82.6
11.4,843.9,2,200.2,73.1,52.4
13.8,1988.0,1,154.1,48.0,41.2
40.3,56.0,3,87.6,19.9,32.1
2.7,1049.5,1,46.8,76.3,20.4
49.6,2049.2,1,140.9,45.0,76.7
7.0,874.7,1,322.8,21.0,45.6
39.9,947.7,1,17.0,67.0,58.0
20.0,1277.0,2,346.8,42.5,55.0
24.9,1023.8,3,72.7,43.8,21.2
44.1,379.2,2,143.1,55.7,69.6
20.9,50.6,1,15.8,76.0,33.4
27.1,1345.5,2,204.7,38.5,61.4
2.9,2026.6,2,169.2,21.9,26.6
0.6,242.9,2,233.3,51.1,43.0
12.6,472.0,2,189.9,19.7,42.1
34.2,820.8,2,139.4,74.3,69.6
6.5,1781.1,2,258.2,96.5,58.2
6.1,599.7,2,8.8,71.0,12.8
20.8,1941.7,1,189.4,38.4,55.9
32.6,130.4,1,39.9,30.4,40.0
35.7,2070.7,2,152.6,34.8,56.7
9.3,1238.0,3,276.9,33.8,23.0
4.4,1452.7,2,49.9,41.7,6.0
47.0,815.2,3,327.5,23.3,51.8
13.4,1722.6,1,311.0,91.1,73.9
42.7,374.8,2,145.2,90.2,82.6
43.2,117.1,1,2.1,67.3,61.5
38.7,876.2,3,276.4,20.3,50.6
8.9,1879.6,1,308.3,83.3,65.1
41.2,1663.3,2,61.2,20.3,48.2
38.6,1142.6,1,320.7,24.0,88.3
30.0,1263.0,2,319.9,42.7,68.2
17.2,294.5,3,165.0,51.7,28.3
13.5,1851.1,1,279.3,45.1,53.3
6.5,1733.4,2,155.7,29.0,27.4
25.7,1447.7,3,197.4,24.5,33.6
29.5,1031.0,1,111.9,88.1,68.4
18.3,2122.2,2,55.8,45.9,21.1
24.0,1935.1,1,261.3,33.6,64.5
18.5,1421.3,1,0.5,56.4,22.4
32.2,824.2,2,202.8,18.1,63.5
45.1,1363.5,2,302.6,66.0,92.6
8.6,1270.2,1,77.4,36.1,16.8
19.4,873.4,1,116.5,65.8,47.4
7.5,681.6,3,205.6,67.2,32.2
31.4,901.4,2,86.4,83.8,54.9
36.6,1266.9,1,296.6,34.5,85.1
46.6,947.6,2,128.3,54.4,67.8
14.3,587.2,1,203.6,96.8,70.6
47.5,1676.5,1,79.1,76.8,76.6
3.6,1173.9,2,14.5,97.9,19.2
30.3,158.2,2,60.8,93.8,52.0
3.3,816.6,1,16.2,66.9,12.7
44.7,1948.0,2,164.0,37.4,68.4
26.7,1664.0,1,205.3,79.3,86.4
33.6,717.9,2,15.6,74.3,46.9
41.7,2064.6,1,31.7,65.1,63.9
7.9,177.8,2,169.9,74.3,45.6
2.4,2115.1,1,279.7,67.2,55.9
44.0,548.1,2,219.8,59.1,89.2
16.1,29.9,2,36.6,50.4,19.0
6.9,960.0,1,310.6,18.8,43.3
23.7,796.1,1,321.1,88.6,83.8
30.1,1190.6,2,113.7,88.6,62.2
2.0,1754.9,1,215.6,65.5,57.9
14.1,1854.9,2,172.3,37.8,35.2
2.1,888.7,2,329.7,17.4,37.3
21.3,951.4,2,178.1,15.1,43.9
44.8,334.5,3,336.0,21.2,51.7
49.1,114.1,2,69.8,45.6,52.8
32.0,1414.3,2,120.9,31.0,45.7
8.5,151.1,2,273.5,37.5,40.1
45.3,1617.1,3,274.3,74.5,60.9
26.1,1190.6,1,256.3,96.5,92.7
8.1,444.9,2,300.9,32.6,39.7
46.1,1191.6,3,245.9,54.6,54.9
38.0,410.8,1,222.6,99.3,99.5
36.7,970.8,1,160.6,94.2,96.7
35.6,1761.0,3,163.5,44.9,42.0
10.4,1021.6,2,142.2,42.2,26.9
